Id,Probability
1,0.08736885357473981
2,0.045370715863783925
3,0.016162617116908553
4,0.09004933840252384
5,0.08169190920781415
6,0.036647952591701304
7,0.0332472967512397
8,0.02168141106168064
9,0.007554270744238181
10,0.6303176693103804
11,0.014587918618820686
12,0.02867296306324806
13,0.00807447985357118
14,0.043933518243758164
15,0.04415412642468723
16,0.022261122009299097
17,0.028883896608279724
18,0.023980802369433587
19,0.18399553180292902
20,0.05016851116958499
21,0.014005932631031651
22,0.014908698395010384
23,0.009512074584501965
24,0.5910717893899391
25,0.06157317352778134
26,0.014187948882232758
27,0.061513035452726274
28,0.01151068554292726
29,0.053226290593948185
30,0.01862346263835459
31,0.05079887138099864
32,0.011227778857583219
33,0.016134545512419517
34,0.06287156172278094
35,0.24263494037214184
36,0.04500574340015284
37,0.028289322014898304
38,0.01598400296336142
39,0.015149532817584004
40,0.03286201913071614
41,0.08952063013823655
42,0.3202559166379239
43,0.06607829949166466
44,0.011221611883966144
45,0.03283308016031551
46,0.008369529024804123
47,0.008374108883404634
48,0.02096991990512237
49,0.019044276460870386
50,0.031825071383544186
51,0.01765335551398675
52,0.013526360840361955
53,0.013775132746765732
54,0.06751143645476607
55,0.016929780571156735
56,0.08269318655649284
57,0.01296130294913505
58,0.08568699375844198
59,0.09176155614056195
60,0.08798930937464675
61,0.024588923008375247
62,0.013535537971509606
63,0.0206142989671621
64,0.014758776505884594
65,0.027000956625488633
66,0.018569607384287094
67,0.01407903431102872
68,0.07107142872352039
69,0.011246396555865531
70,0.6347132908123273
71,0.02101286477653707
72,0.10822544838013708
73,0.01063725864433091
74,0.2058383535334278
75,0.017173927896366216
76,0.03658146505476832
77,0.0567838877385657
78,0.038094810613778646
79,0.012230652952633848
80,0.016632499495018733
81,0.019418152589489118
82,0.01603387105781222
83,0.024790001273247007
84,0.011282257535982167
85,0.021602074008287325
86,0.01633044909478174
87,0.05840992999873247
88,0.011785499601243898
89,0.03670488549654666
90,0.03217568508468098
91,0.030974097970924833
92,0.015230662441128221
93,0.018604395628133503
94,0.020992540723003095
95,0.010244836101400957
96,0.0341648222602466
97,0.03905185520393501
98,0.05601546592345454
99,0.012709670136629431
100,0.02277004512050032
101,0.06170124385777521
102,0.07129342336017579
103,0.009126664418952565
104,0.06972443171294804
105,0.036701960726928204
106,0.023441515936497643
107,0.3316243060192485
108,0.012643130235313894
109,0.010993157843636366
110,0.020343523692161514
111,0.022708440254358427
112,0.01960341245685409
113,0.024329119681757053
114,0.6495461470615571
115,0.10425830478172879
116,0.008963738500960284
117,0.008345821822111889
118,0.10425830478172879
119,0.015225088880297827
120,0.011935944076106738
121,0.017696045425122865
122,0.06609252118905258
123,0.01768074852875673
124,0.6479081353787913
125,0.011785499601243898
126,0.016379683201394803
127,0.007748328780238402
128,0.016846339883948326
129,0.010826952939931096
130,0.041639826445849244
131,0.023566729489172406
132,0.05816218430263432
133,0.013596435376357026
134,0.07115427821579685
135,0.10026947023299547
136,0.010319603068044825
137,0.20817878801132786
138,0.04456573416091751
139,0.010519209439912119
140,0.014822180418091148
141,0.0072464367798535274
142,0.017561624634115074
143,0.011045068551328108
144,0.020821602172441188
145,0.3281972461523183
146,0.021990265911396106
147,0.011870518378324374
148,0.10525312990901606
149,0.011425571800702668
150,0.05532075042939681
151,0.007845740234457659
152,0.013205384719595589
153,0.011519870333639935
154,0.015281876327437867
155,0.019400781893294458
156,0.01946879757390544
157,0.06264159816291923
158,0.008333097728189678
159,0.06593546091259256
160,0.020197412703731456
161,0.009228794032245217
162,0.0274422446653729
163,0.018257829484917894
164,0.05330755879912483
165,0.012792890965549848
166,0.027354127968096234
167,0.5716772029833616
168,0.02156951849591254
169,0.21975023331107482
170,0.012455709422108212
171,0.0072464367798535274
172,0.016849893962904882
173,0.01664908035513151
174,0.04462887987504826
175,0.021402063179251897
176,0.18872964807452913
177,0.019933853446722764
178,0.05700118576703703
179,0.018058345232619222
180,0.012199093598502849
181,0.039562685011177025
182,0.012611407695352425
183,0.026046966379357096
184,0.012378801258120867
185,0.1661078687381868
186,0.013682297109143992
187,0.01626453551002836
188,0.03914755070524789
189,0.05730216100462918
190,0.025678716877147754
191,0.019226579408378772
192,0.04715947703267502
193,0.017938238715833207
194,0.08013585476862105
195,0.013409845151083621
196,0.03018938862402979
197,0.013471331776029627
198,0.010412938930414213
199,0.011115982614733084
200,0.010042727467347863
201,0.08324616481084385
202,0.024622997394663414
203,0.25240626468888716
204,0.03626618699495108
205,0.019761635728625083
206,0.013599680455537243
207,0.012743015293673818
208,0.00880569899729748
209,0.08543387625041984
210,0.0083451904259539
211,0.08126433139047667
212,0.027315576793324282
213,0.019032784964918198
214,0.013330741389098302
215,0.020736485730792464
216,0.07600965149540918
217,0.011856381704969566
218,0.07456871814092093
219,0.017907816522156367
220,0.007815690537146121
221,0.01701348375215781
222,0.009101385073891738
223,0.023842949462892393
224,0.015602949657662912
225,0.010810475443253196
226,0.07246905788022194
227,0.013079352741790623
228,0.0763880013310805
229,0.05144286054554977
230,0.46055240407916076
231,0.381467846799817
232,0.013305123467933314
233,0.01261635500103146
234,0.017399532045223185
235,0.007861994896768929
236,0.1696278938645463
237,0.04240883519056499
238,0.008369529024804123
239,0.013463273169005155
240,0.020030864171685935
241,0.06177377306018518
242,0.014555292168339439
243,0.009605865709037634
244,0.03332659898651855
245,0.10480000661062573
246,0.009831700660014672
247,0.0297347897693262
248,0.0076472438228251905
249,0.013115408938288031
250,0.3341113719867979
251,0.0382351505481363
252,0.15105724438066304
253,0.00984966965604319
254,0.044824000966333266
255,0.007000530975302797
256,0.011250628771677968
257,0.038134859650646204
258,0.11319692700980356
259,0.0429974354560062
260,0.08057373454140805
261,0.013681758779399198
262,0.023297085491866498
263,0.008635486158998847
264,0.057278008693783626
265,0.08468537962924094
266,0.021267714320166033
267,0.06446078294572105
268,0.04842809356193543
269,0.21653648937743686
270,0.012413279717605617
271,0.024367505818218355
272,0.02982272733517043
273,0.008788936483835254
274,0.016184922212644882
275,0.009225714072985247
276,0.02905687209906494
277,0.01662145948025345
278,0.01325483549299365
279,0.07763117564468179
280,0.03677120125981635
281,0.6052692839949988
282,0.04524597912389918
283,0.043157367283439156
284,0.013682297109143992
285,0.016159705654199438
286,0.012297134153351966
287,0.019104975735775766
288,0.03417571633592379
289,0.08214856020686859
290,0.08491329842467688
291,0.3503512681742802
292,0.008740380448496258
293,0.04052202522939221
294,0.01331931680580747
295,0.008076409105002976
296,0.034006231847998517
297,0.012875576666043158
298,0.030813307065487815
299,0.008250224103776703
300,0.014199203129187772
301,0.08143409156374792
302,0.011935944076106738
303,0.012372818833745353
304,0.01381289312889491
305,0.5795342113152151
306,0.030618581198847365
307,0.008417697107454653
308,0.6303176693103804
309,0.3792042704388721
310,0.015207436961986722
311,0.5332691229418189
312,0.012708555765637742
313,0.47531049833615135
314,0.03590416120787312
315,0.05626693151499016
316,0.10094869170314971
317,0.22973336193696337
318,0.010731018341958871
319,0.014527850634981661
320,0.07378611395592542
321,0.05684333560576741
322,0.019722614238907636
323,0.014041711812352557
324,0.014879647318295115
325,0.04888328090804208
326,0.009664500445746845
327,0.012436075045317215
328,0.01818634547219313
329,0.01988371450813386
330,0.00972870988083841
331,0.016884584962055887
332,0.013259735299817927
333,0.01579815806633035
334,0.03003179953371326
335,0.03143292308407847
336,0.0510709992881136
337,0.023917390358539774
338,0.18365804897097668
339,0.01678002632309997
340,0.021990265911396106
341,0.009255685592476472
342,0.014621325495689128
343,0.01933903263444737
344,0.04565418760106353
345,0.020662314767303173
346,0.01711621655683055
347,0.39214288817428816
348,0.034203816600117884
349,0.018916648555234877
350,0.011846187460039579
351,0.04676712813754949
352,0.03219384041683911
353,0.008494548721699559
354,0.0905557285674008
355,0.010810026122607992
356,0.00800020217962549
357,0.6978578117455668
358,0.00826814619810713
359,0.05997190931446101
360,0.20505861696120498
361,0.01897417531685202
362,0.015986963047907296
363,0.011129525276133043
364,0.017107944313734434
365,0.14976015278399063
366,0.1269314162449315
367,0.026319769716746932
368,0.05780901093958074
369,0.02212069342550619
370,0.24967050761621387
371,0.012099798892399831
372,0.09143602550078325
373,0.016380889205594662
374,0.017017957645314448
375,0.013393490932853316
376,0.011168334570889341
377,0.028910312239910887
378,0.009816185146657053
379,0.021651990668212988
380,0.0224337913778163
381,0.014939174782607891
382,0.017090771383458412
383,0.05131452837391913
384,0.05328740499245776
385,0.009384647059255579
386,0.009969668120222163
387,0.009423065120542364
388,0.015318067332722883
389,0.033042156990797905
390,0.02192694464175321
391,0.009641257560805876
392,0.010175548194658027
393,0.017390999871389538
394,0.11248900783945201
395,0.012593430520367392
396,0.009116048933036958
397,0.06487000827339492
398,0.11810140910177369
399,0.01987766861698367
400,0.025792181184895915
401,0.008200598654504641
402,0.0072674388474060145
403,0.016406392482533533
404,0.007554270744238181
405,0.5606404623098756
406,0.6536931760757654
407,0.01682255129320397
408,0.03909122019549199
409,0.020265958549684823
410,0.021371527160008605
411,0.03372946911913289
412,0.029585564079895307
413,0.10003138425511532
414,0.014424518626183323
415,0.011346076884955614
416,0.10800978014682566
417,0.08505382873645058
418,0.04192001370505106
419,0.011923791274017067
420,0.02161641697534455
421,0.012607520759060834
422,0.013785625758613732
423,0.04408356776098249
424,0.007577041364696217
425,0.009269500412857174
426,0.011154058937090613
427,0.013580556486638416
428,0.018522108235236312
429,0.07622119052307884
430,0.018361101158561162
431,0.3743390761721303
432,0.008333097728189678
433,0.015905451017927754
434,0.013799431886315177
435,0.021643316996050797
436,0.027630252905030357
437,0.06284249607764086
438,0.11215731031950615
439,0.010325973831601078
440,0.0330895352630915
441,0.016297192402327743
442,0.03120890293361204
443,0.04732796205836013
444,0.007683261035760053
445,0.052328839498286386
446,0.37076897709770007
447,0.00767717144545876
448,0.07745954536904635
449,0.05082965561608735
450,0.009495289279813392
451,0.03697200916023295
452,0.010374201109413558
453,0.07224756503868679
454,0.014439088769737552
455,0.0415656620430226
456,0.02074647442203894
457,0.053621894304727975
458,0.0125704637048449
459,0.09277145683150083
460,0.022270288369076054
461,0.016474674590082485
462,0.06012831902456346
463,0.013206537410771043
464,0.062011081585081736
465,0.05030891223927094
466,0.01073858772729549
467,0.01227575318717505
468,0.01841979900423992
469,0.013465559282235346
470,0.33052596001093554
471,0.01320776233862733
472,0.014394465797722519
473,0.20574231477848043
474,0.03254587666496058
475,0.020358804431163273
476,0.017274135452518984
477,0.009500794614660505
478,0.0157835005367043
479,0.025288154073520364
480,0.018101621421416397
481,0.07225300019433413
482,0.007708907047101643
483,0.06280776325760416
484,0.03161477160166103
485,0.008852987241335108
486,0.29781792110270205
487,0.040242080225074084
488,0.0471979725510033
489,0.061421845947630005
490,0.06200922169178289
491,0.00927064493331141
492,0.021939204035127547
493,0.6224794553768934
494,0.012419225549206882
495,0.1776349997958774
496,0.012189835468726061
497,0.016010307122686772
498,0.014186109204451123
499,0.07649601152814443
500,0.011137831741344036
501,0.02094185600203571
502,0.015318777900539392
503,0.04412812804444845
504,0.017477396202250573
505,0.011574478622217433
506,0.14759135009777935
507,0.0556353240825826
508,0.011015315794672808
509,0.00996123714804121
510,0.013824224690419619
511,0.014686272115982746
512,0.39078639215859295
513,0.05540559067687688
514,0.037841585097507235
515,0.027441531977832213
516,0.2915560709216579
517,0.011523492297909702
518,0.015187823682677848
519,0.01089107912177467
520,0.01907167485061863
521,0.010297673189222334
522,0.013278288947697661
523,0.12124880718376559
524,0.02753564228707699
525,0.04159401072822439
526,0.5138923542581522
527,0.09832149835816952
528,0.011851947546339316
529,0.12230977300931214
530,0.020474595491877336
531,0.01072550450037767
532,0.0073094673735791885
533,0.019071993720225295
534,0.007223759687110907
535,0.012806594689867635
536,0.009473197721546332
537,0.01004370273059531
538,0.055865106657316636
539,0.021984858218175366
540,0.008877412334211632
541,0.014836163055840752
542,0.02665771266218438
543,0.03582489001058265
544,0.10739865659390717
545,0.01690462966845156
546,0.007881539267264667
547,0.03379058486408729
548,0.0083880060074522
549,0.00826814619810713
550,0.08763970017022642
551,0.23032652995681893
552,0.2730063444214805
553,0.014110734515616919
554,0.012915452003878987
555,0.10251403017690461
556,0.02034544166555098
557,0.02469443226232133
558,0.028479701973718716
559,0.06963561002002293
560,0.035955250518718715
561,0.007165085526537833
562,0.010637732155380114
563,0.08009998183709982
564,0.05276583964549646
565,0.11471152691848771
566,0.00916910505473365
567,0.008117036323185296
568,0.027320013119862523
569,0.30142929185861317
570,0.033750225592585816
571,0.1737032359480909
572,0.027896914070944426
573,0.020212965494036332
574,0.04172817905156713
575,0.04352056172061802
576,0.01106688331931699
577,0.03896694647471309
578,0.013007582177961005
579,0.1202212498527162
580,0.011256612726255794
581,0.014249411766381505
582,0.012481604602801524
583,0.008679774572211585
584,0.024153613036692702
585,0.04435658939150502
586,0.009801948112831204
587,0.012230652952633848
588,0.06983845160971253
589,0.01493244518002169
590,0.012512008997453541
591,0.06739105359252
592,0.02068889614523312
593,0.017703830324650338
594,0.013526360840361955
595,0.18349326888303924
596,0.019599332717190582
597,0.019111021482050995
598,0.013433494434338625
599,0.02643465933230089
600,0.00994120612960572
601,0.013850083322756855
602,0.04281903038409069
603,0.01268777510520453
604,0.011986076686288618
605,0.10387611346659707
606,0.013419469126088967
607,0.04258272053840774
608,0.026657852240039297
609,0.19815247460982316
610,0.019235692230646594
611,0.052730412018772294
612,0.012753067424147654
613,0.009900489084668854
614,0.02988135004293692
615,0.01777042215197547
616,0.008846821633533125
617,0.07960080234320001
618,0.011437987148204395
619,0.02207748145172178
620,0.017796482874541053
621,0.01106688331931699
622,0.019823761285538515
623,0.020902594980142995
624,0.0417949617589372
625,0.08491329842467688
626,0.5513413698511017
627,0.08158099061151902
628,0.020775809691268052
629,0.012721618231007174
630,0.08780703594239296
631,0.012694794498462381
632,0.01897417531685202
633,0.008371177856895026
634,0.03331464116331837
635,0.08861651197446686
636,0.008215160478183207
637,0.014653827949720304
638,0.0226781340899718
639,0.1164986532887425
640,0.009347439109996799
641,0.011068572998780791
642,0.36591924240550877
643,0.17592672592319397
644,0.686028319855246
645,0.07218357438189588
646,0.2703894751937986
647,0.010308293292191273
648,0.08650878971705665
649,0.011842843088920344
650,0.032128583820976955
651,0.32000263309604216
652,0.021603884055539924
653,0.04386972511894113
654,0.5147385757755867
655,0.013571975813931526
656,0.027092442243436203
657,0.0144616844320875
658,0.015465807531511971
659,0.11073651969527083
660,0.10967286135351209
661,0.03659541029523422
662,0.11959866613189125
663,0.11003913653848658
664,0.15105555794577288
665,0.5552081493568458
666,0.008530222853577464
667,0.02320601370798965
668,0.06408201377728795
669,0.4735622704898544
670,0.031084107875351426
671,0.009529763617265445
672,0.10424506509097935
673,0.038949741475633674
674,0.009907771189363078
675,0.42776676635384747
676,0.12269967006630877
677,0.029725581379683886
678,0.037059228787296866
679,0.027416343544605096
680,0.17664465624831288
681,0.03673330443432288
682,0.020811590929861557
683,0.054423279034797545
684,0.014044129768805104
685,0.10044030245376576
686,0.009176425350479947
687,0.010809527175674074
688,0.007815690537146121
689,0.10371264615644474
690,0.01644496797639181
691,0.030716696547040363
692,0.5945802127977063
693,0.02854771238994607
694,0.028444927223193098
695,0.030914888089712846
696,0.016890423645857626
697,0.007408346040948749
698,0.0197709930226392
699,0.27134356865004566
700,0.01286807268802009
701,0.009032445380310124
702,0.3039842181404256
703,0.08784390123032886
704,0.6070885338557042
705,0.023741520931961652
706,0.010876941030709074
707,0.038199069287542055
708,0.01737071480734895
709,0.0179512926231683
710,0.009842800955199255
711,0.04066234429119105
712,0.09639620431534826
713,0.02003728929033184
714,0.01588670621355342
715,0.017409495035217187
716,0.3337792548383239
717,0.010034980818106769
718,0.04998688600334496
719,0.024713398181286206
720,0.007536100794457018
721,0.008333097728189678
722,0.024975341273003996
723,0.06725651944423618
724,0.012752203064339983
725,0.24538226304290012
726,0.023418164488002196
727,0.018395023800523082
728,0.03978595634083423
729,0.07532734108668927
730,0.6647200222969694
731,0.013095832167837475
732,0.04459269108908753
733,0.01320776233862733
734,0.01761263980113926
735,0.0724682890250048
736,0.018248399269022123
737,0.031695106591776656
738,0.0644800116734978
739,0.013086663183066264
740,0.009936603342510885
741,0.014870102435809314
742,0.012987843820083816
743,0.04110871971116337
744,0.019644074702074077
745,0.018803073420275367
746,0.04536582605483502
747,0.013023292144420794
748,0.04008510275700735
749,0.03143375020241107
750,0.06749003088788175
751,0.17521416021948644
752,0.007632207520019024
753,0.019366304438427996
754,0.008369529024804123
755,0.03175600642658995
756,0.013538661721917446
757,0.022310904385687235
758,0.022614499703551758
759,0.012204751714943698
760,0.014097310948577685
761,0.012353566076728068
762,0.030092729409775167
763,0.08011568442039878
764,0.011813240673003822
765,0.02153329334669211
766,0.0579314367222153
767,0.009946074883541189
768,0.08098347196222389
769,0.01920184702887373
770,0.06785231512715871
771,0.010995974310419111
772,0.14104336158406727
773,0.04819994635320764
774,0.011324237235764895
775,0.02437324473773428
776,0.015309688475780205
777,0.09457597393762944
778,0.01198327722813918
779,0.014986804715412994
780,0.3496278952086117
781,0.038177167644071336
782,0.03768310486737074
783,0.018137479578532966
784,0.055970750080979514
785,0.020640656928156254
786,0.09640754320882322
787,0.03654626524193363
788,0.030139711689233073
789,0.05452693873452156
790,0.1438136391524894
791,0.026284839170300733
792,0.35681130633881275
793,0.06316905835845336
794,0.026719284951991717
795,0.47904289678110024
796,0.00934238505472528
797,0.07507265445546475
798,0.015996892862295907
799,0.31454773592319213
800,0.02508876042757541
801,0.0133915651729209
802,0.011362084163795026
803,0.061383622147652896
804,0.015855663466041493
805,0.24472459445531328
806,0.020338026522354058
807,0.01028940018541046
808,0.0832312123497719
809,0.02823952216973553
810,0.03994417851955152
811,0.04832974634259126
812,0.015407085625015249
813,0.024237400982112668
814,0.015383137824724507
815,0.0778595676096339
816,0.037354664438033834
817,0.007687893815582086
818,0.018136227809051716
819,0.008917727501666528
820,0.049407158379633234
821,0.020988662133440025
822,0.25209518579904944
823,0.012316594740546135
824,0.016375274853545334
825,0.013776026062523334
826,0.018205864479973247
827,0.041186286180261954
828,0.0217204241802021
829,0.017930052995883922
830,0.020046351701154083
831,0.09654195871447137
832,0.029325491804685563
833,0.10950911284789137
834,0.01603017661570328
835,0.07235076205757586
836,0.02648723555117174
837,0.139754576031307
838,0.015487260876913742
839,0.08873808942691043
840,0.44751130622382446
841,0.13562329991028269
842,0.029573405643675634
843,0.06629252114338711
844,0.0472354097219539
845,0.5522813996533394
846,0.5254806736415398
847,0.015638829205561307
848,0.010328871909525753
849,0.14484101058166146
850,0.013374173774037497
851,0.05558589100294924
852,0.00767717144545876
853,0.07576673355016882
854,0.01576062381820744
855,0.007920944254601261
